It would not be fair to call this a Walking Simulator though; because there are plenty of challenges along the way; but this is what the core gameplay loop is; and so you've been warned., pos,1
Fans of Truck Sims or Sunless Skies-type of experiences will feel very much at home here; but others may find themselves rather bored., neg,1
Of course; it's not just a matter of walking., neg,1
Before you even set out; there is some inventory management., neg,1
Each object that you carry has physical dimensions - specifically weight and size - that defines exactly where it can be best fitted on Sam's back., pos,1
You have a weight limit; and going above which will prevent you from walking very far., pos,0.6
Each object also takes up physical space; so you can't load up a tower above your head as you will easily stumble over., pos,0.8
Thankfully; there is an auto-arrange button that at least takes care of the arrangement problem; the weight you will have to keep an eye on., neg,1
Once you're loaded up; you can head out; and depending on how much you're carrying you'll quickly be met with the movement mechanics., neg,1
Think of the deliveries as one never-ending balancing minigame., pos,1
Once you go above a certain height/weight of cargo; Sam will be constantly off-balance; and making sharp directional changes while walking/sprinting will send him into a tumble., pos,1
The only thing you can do is hold R2+L2 to grip the straps of the backpack - this makes it very easy to keep steady; but slows down your pace; and it's annoying to hold the controller triggers for such long periods of time., neg,1
Falling down is bad news - not only might you spill some packages and have to pick them back up; but they might get damaged., neg,1
Best case; you get a reduced rating; and worst case; it might end the mission and force you to start all the way back from previous save., neg,0.8
You'll also often get caught in Timefall precipitation - your cargo will start to degrade; and you best get a move on; or use the special repair spray on it., pos,1
Finding balance isn't easy because the game's physics engine is fairly finicky; but also because the terrain you'll be crossing is quite rough., pos,0.6
It brings to mind Greenland with uneven; rock-covered environments., neg,1
You have a map and compass to ensure you're never lost; but the natural navigation is one of the game's best features., pos,1
Sam can use a pulse scan to point out which hills are too steep; and which river currents are too strong; it also highlights objects and lost cargo; as well as BTs in some cases., pos,0.6
You choose which direction to head in; where and how to cross a fast moving stream; to go up or around a mountain; and so on., pos,1
Some of the game's best moments are navigating these rough lands and coming out the other side; using nothing but your sense of direction and keeping an eye out for any good slopes., pos,1
The game world certainly feels natural and believable; and seeing your destination on the hazy horizon is immersive., neg,1
On the other hand; though; Death Stranding doesn't want players to deviate., neg,1
The idea that outposts may not want to join the UCA network is barely explored; and if you find any outposts by natural exploration; before the story tells you to go there; you literally can't do anything or bring them online., pos,1
The natural landscape and its many physical obstacles aren't the only dangers., pos,1
There are also bandit territories that you have to pass through a few times., neg,1
You often have the freedom to give them a wide berth; so it's up to you if you want to risk it., pos,1
The bandits operate within a very rigid area; visible on your map; and they send out scans to detect you., neg,1
Once your location is known; they come to investigate., neg,1
There's a very basic stealth mechanic that lets you hide in tall grass (that only exists in bandit areas)., neg,1
As visual contact is made; they will engage and try to forcefully take your cargo., neg,0.8
The melee combat is simple - you have a punch button and a tackle move; you can also pick up cargo by hand and slam / throw it at the enemy., neg,1
You spam the punches until the enemy gives up the blocking; and take them out., neg,1
It's simple; and it mostly works., pos,1
The AI is very basic and will rarely attack in groups., neg,0.8
They also have electrical spears; and rarely guns; but both are easily dodged., neg,1
If you happen to lose; your cargo will be stolen and needs to be recovered from the bandit base., neg,1
On the whole though; encounters with the human enemies are more annoying than anything; and once you've got vehicles; it's best to just drive right through and pay no mind., neg,1
The other enemy you'll be encountering are the BTs., neg,1
At first; these are tense moments of stealth; as Sam must make his way across BT infested areas as the float in the air; barely visible to the naked eye., neg,1
His BB always helpfully points in the direction of the nearest enemy; and the sensor spins faster depending on how close you are., neg,1
In tighter environments; when a delivery job asks you to cross through ruins or to retrieve something form an abandoned factory; it becomes a harrowing experience as you try to slowly maneuver around the BTs., pos,1
If you're spotted; a pool of goo expands all around you; slowing you down; as shadow figures try to grab and drag you under., neg,1
You can try to make your way to the edge of this pool to escape it; but if you're caught; you can get carried right into a boss fight with a large BT creature., pos,0.8
Eventually though; you realize that you can often outrun the danger even if you're spotted by a BT; or give them a wide berth; or just run out of the goo circle (even in a large BT battle)., pos,1
It makes BTs trivial; just like human enemies., pos,0.8
Whether it's the awkward walking; stealth or combat; Death Stranding's mechanics are simply not all that polished or fully thought out., pos,1
Delivering cargo over the rough terrain results in tons of sketchy animations; awkward falls; and a general sense of rather basic traversal that's not really as clean as you'd hope in a game focused entirely on walking., neg,1
This can seem amusing at times; like having Sam get carried away in a strong river current and losing his cargo., pos,1
After pedaling ashore; you have to comically run down the river and try to recover your boxes., neg,1
On the other hand; if that cargo was fragile or was not supposed to be submerged in water; you're going to restart from the last save - losing who knows how much walking time., neg,0.8
The stealth is a non-starter; and the combat is very lackluster., neg,1
The melee is entirely basic; as weapons that you unlock overtime handle rather terribly., neg,0.8
It culminates into the extremely uninspired; recycled; and basic boss encounters; as you simply shoot at the target., neg,1
Further; you must often stop and sort your inventory in the middle of battles as you pick up additional weapons and ammo., pos,1
Much like the narrative; the gameplay of Death Stranding offers some perceived depth; but it all seems unnecessary., neg,1
Sam has the health and stamina gauges; which are permanent and refill overtime with rest., neg,1
But then you also have a second overlay on top of those; in the form of adrenaline; that kicks in during difficult climbing or enemy encounters., pos,0.8
The weapons in the game can use either regular ammo or Sam's blood (as it damages the BTs; since he has DOOMs)., neg,1
So anytime you fire; you're using up blood; which can make you faint; so you need to carry blood bags around; and wait for the automatic blood transfusions to complete., neg,1
Oh; and to get grenades; Sam can either purchase them; or visit the shower/restroom as they are automatically crafted from his bodily fluids., neg,0.6
More finicky mechanics come into play with the BB; as it will start crying and get stressed out around BTs or if you fall down; requiring you to manually lull it., neg,1
All of this is just so needlessly complex; and doesn't affect the gameplay in any big way., pos,1
If there's one thing the game borrows and gets right it's the RPG and strategy game elements., neg,0.6
As mentioned; fans of Truck Sims and similar titles will enjoy the fact that they continuously expand their routes by visiting distant outposts and bringing them online., pos,1
Each outpost has optional delivery jobs that you can pick up; as well as material stashes., pos,0.6
Sam has a private locker at each facility; but they are all separate from one another; so if you need something elsewhere; you have to carry it., pos,1
Fast travel is only available between large outposts; and you cannot bring anything with you., pos,0.8
The cargo is mostly boxes for delivery; or crafting materials; sometimes you get special requests like deliver within a time limit or no more than 25% damage., neg,1
Materials are used for crafting; as there's not really any currency in the game., neg,1
You earn Likes and have a reputation; but materials are stocked at each outpost and you can add more by recycling., neg,1
As you progress; you unlock more items to craft., neg,1
Special power skeletons help you carry more weight or tackle harsh terrain; and new boots replace those you wear out., neg,0.6
Of course; all this stuff needs to be carried and takes up valuable inventory space and weight; leading to some difficult decisions., pos,0.6
After the first 10 hours or so; the game world opens up as vehicles become available., pos,1
You might think that your problems are now over - that's false hope; but the cars and bikes certainly do help., neg,1
Players can manufacture bikes and SUVs from the main distribution centers; and load them up with cargo; far more than Sam could carry by hand., neg,1
However; given the rough terrain; it is difficult to get very far., neg,1
Just like Sam's walking; the physics engine for vehicles is very sporadic and you can get stuck on the smallest rocky outcrop., neg,1
You do have a small jump ability; but sometimes the vehicle just gets so stuck that it's impossible to dislodge; leaving you quite stranded and possibly unable to continue on foot as the cargo is just too big., neg,1
You might have to make multiple trips; or if the cargo is precious and cannot be left behind; reload a save., neg,1
Both vehicles and Sam's power suits require battery power that drains over time; leaving you with more aspects to consider during the journey., neg,1
As such; while certainly useful at times; vehicles can be just as headache inducing as simply walking., neg,1
So you should always be prepared to walk all the way; and to that end you can bring climbing items and PCCs (construction kits)., neg,1
Traversal items include ladders and climbing anchors; to go up cliffs or span across small rivers., pos,1
The PCCs are even more useful and can be deployed almost anywhere in the game world; as long as the region is already connected to the Network., neg,1
You can build Timefall shelters; storage lockers; generators for battery power; zip lines (immensely useful to help speed up travel); and watchtowers to help observe the surrounding area., pos,1
Some PCCs simply unpack themselves on the spot and a ready to go; while others require you to bring materials., neg,1
Structures requiring materials include large bridges and safehouses; where you can fully rest as if at a distribution center., neg,0.8
The game world also has road pavers that will build out parts of a highway if you bring enough materials; making travel through the region so much easier., neg,1
With so many useful item construction options; you can really make a section of the world a breeze to travel across - though of course it requires a lot of resources; taking up valuable space that could be used for cargo., pos,0.8
And to keep things dynamic; structures can be upgraded with even more materials to improve their function; and they also degrade overtime and may need repairs., neg,1
This brings us to multiplayer., neg,1
Death Stranding features an ingeniously designed asynchronous multiplayer component that's crucial to having a good time and reducing the grind., neg,0.6
In a smart bit of design; multiplayer aspects don't become available in a region until you've brought it online; so your initial trip remains a challenging solo journey., pos,1
But once online; you can see signs from other players; like in Dark Souls; which can warn you of incoming dangers or other items of interest., neg,1
Much more crucially; players can work together by sharing items and equipment., neg,1
Each depot features a Shared Locker; where you can either donate or claim materials shared with other players., pos,0.8
This includes items; weapons; resources; and vehicles - this essentially means you're never going to be short on something; and there is no cost to withdraw., neg,1
But perhaps the best part is that you will find player constructions everywhere in the game world; typically in very useful places; leading to a much easier journey on your repeat deliveries., neg,1
You can of course build your own; or contribute materials to ongoing constructions of other players., neg,1
Watching roads get completed or new structures appearing helps the world feel more alive; despite you never coming into direct contact with others., pos,1
There's no better feeling that seeing a well-positioned bridge that saves a ton of walking time; or a random vehicle in the middle of nowhere., neg,1
As you travel; you will also find random cargo thrown about; either to be delivered to a specific outpost or lost by another player., neg,1
You can bring this cargo to a depot and at least leave it in the safety of others; or you can even pickup and complete those deliveries to their intended destination., neg,1
You don't get much for it except Likes; the game's experience / rank system; so it's all for the betterment of the community rather than any tangible rewards., neg,1
The multiplayer gives the game an amazing sense of community; although how its algorithm works remains a mystery., pos,1
On the one hand; you can watch as an area flourishes; players work to donate materials and get the roads built; upgrade facilities; and leave plenty of items to share., pos,0.6
On the other hand; another region might remain barren and you have to do everything yourself; you might find unfinished projects that never get done; or zip lines that lead nowhere., neg,0.8
Still; multiplayer is an invaluable part of Death Stranding that significantly reduces the grind., pos,1
If you're not connected; all structures will remain in your game; but no new online ones will appear., pos,0.8
Whether doing construction or inventory management; you will spend quite some time in menus; and they are fairly complicated and have a font that can be too small to comfortably read., pos,1
There's a lot of menu interaction and not all of it is intuitive; with multiple clicks needed to get things done; but you do get used to it eventually., pos,0.6
Also; the map is filled with items and all user constructions; but there is no filter of any kind., neg,1
The user interface isn't terrible; but it's not all that instinctive either., neg,1
The visuals and sound effects are about on par with any modern release., pos,1
Some of the natural observation spots you will come across look quite beautiful; thanks to great lighting and weather effects., pos,1
There is no nighttime; but you still get varying weather conditions that alter the feel of the environments., neg,1
Characters are well animated; and the cutscenes certainly have a cinematic look., pos,1
Some of the indoor environments are rather bland however; and feature a surprising amount of blurring and jagged lines., pos,1
There are low-key indie music tracks that kick in during certain portions of the journey as you head out on a key delivery; but sadly you can't just listen to music anytime you want - except when in your private resting room., pos,1
With Death Stranding; Kojima Productions have created a multifaceted and complex game world; with deep gameplay mechanics to match; and yet a lot of it feels superficial., neg,1
The convoluted story tries to teach us about mankind; the future; the past; other dimensions; and the meaning behind the world's biggest catastrophes; but it does so with way too much dialogue and dry exposition., neg,1
Over the course of a 30+ hour game that loads its story content at the beginning and end; there's just too much of a dry spell in the middle., neg,1
As you trek across the wasteland of America; fans of similar cargo management games will get some enjoyment out of it - but others may find themselves bored and frustrated by the awkward mechanics., neg,1
At least it has great asynchronous multiplayer to help encourage you along and get you out of tight situations; online elements are rather critical to having a good time; so play now while the community is still robust and servers are online., pos,1
It's a good looking and sounding game as well; with the real-life cast doing their best with the often confusing story and overlong monologues., neg,0.6
Death Stranding is at times interesting; but overall a rather dull new IP from Hideo Kojima; and whether or not you're a fan of the brilliant Metal Gear series; there's just too many jagged edges here for the game to keep comfortably steady on its own two feet., neg,0.6
That sentence carries a lot of weight in the video game universe; where solid personal branding and marketing across decades of Metal Gear titles means Kojima ranks as one of the rare game auteurs players actually know by name., pos,1
And as much as Kojima used the Metal Gear games to defy both narrative and gameplay conventions; the series still represented a stealth-action box that Kojima found himself straining against over and over again., neg,1
Death Stranding once again stands as a bold subversion of expectations from a creator known best for leaning into action heroics., pos,1
For the vast majority of the game; your protagonist is not a Solid Snake-style hard-bitten action hero., neg,1
He's just a guy carrying a comically overloaded backpack across a lot of empty space; focused on a simple but necessary job; for better or worse., neg,1
Death Stranding is Kojima's escape; not just from Metal Gear's cardboard box but also from the restrictions and recriminations of his former corporate parent Konami., neg,0.8
That means the new game lets Kojima take some bold risks; experimenting with gameplay systems that are somehow utterly isolating and deeply connected to other players at the same time., pos,0.8
It also means this is Kojima at his most self-indulgent; with a bloated; convoluted mess of a sci-fi story that's heavy on complication and light on relatable human moments., neg,1
It's the near future; and America as it once was has been ravaged by a mysterious event referred to as the Death Stranding., neg,1
For some reason; the barrier between the world of the living and the dead has been weakened; causing ethereal; usually-invisible-to-most creatures called BTs to roam the Earth., neg,1
When a BT consumes a dead body; it causes a voidout that utterly destroys everything for a miles-wide radius., neg,1
As if that wasn't enough; BTs surround themselves with timefall; a form of rain that speeds up the flow of time significantly., neg,1
Years of this timefall has destroyed the communications and transportation infrastructure that used to bind America together across its cities and towns., neg,1
What remains of the US populace is holed up in remote; disconnected cities called KNOTs; where the populace cowers in fear; dependent on outside deliveries from brave couriers who can withstand the timefall and BTs., pos,1
That's not a bad setup for a new post-apocalyptic universe; all in all., neg,1
But Kojima can't leave well enough alone; weighing down this somewhat solid premise with layer after layer of overcomplicated; semi-mystical sci-fi dreck., pos,1
Simply explaining what's going on practically requires consulting a glossary of new and bewildering terms., neg,1
There are the stillborn bridge babies (BBs) that can let a human sense BTs when they're connected through a sort of external womb., pos,0.8
Except there are also some people who can inherently sense and/or control BTs through a power known as DOOMS (I never really figured out what this acronym stands for)., neg,0.8
And there are also some people who come back to life after they die; called repatriates; and their blood is apparently toxic to BTs., neg,1
Then there are the Beaches; the mystical; personal planes that connect the world of the living and the dead., neg,1
Everyone has their own private Beach; but they're also all connected by personal and inanimate relationships; you see., pos,0.6
Also some people can go back and forth to different Beaches with little effort., pos,0.8
And sometimes people's souls can be trapped on their Beach; ageless; even if their bodies stay in the real world., pos,0.6
I'm not going to further belabor this review by explaining cryptobiotes; chiralium; the q-pid necklace; or any of the other new concepts that get thrown at the player with abandon throughout the game., neg,1
Don't worry; though; the game takes enormous pains to explain all of this and more in long; discursive cut scenes that go into excruciating detail about how all of these complications work., pos,0.8
I'd estimate at least half of the game's story scenes are taken up by deep-in-the-weeds theorizing about the history of the Death Stranding; or the metaphysical properties of BBs; or some other esoteric minutiae that doesn't really affect anything., neg,1
It's as if Kojima barfed up an encyclopedia of background material for his apocalyptic fanfic before worrying if anyone was interested in the original story., neg,0.8
Despite all that explaining; the world of Death Stranding never feels cohesive., neg,1
There's a strong sense that the writers are making this up as they go; forming a patchwork quilt of scientific-sounding magic that holds together only if you don't look at it too closely., pos,1
Even in the run-up to the game's conclusion; characters are still introducing entirely new theoretical concepts that seem to come completely out of nowhere., neg,1
Meanwhile; bits that are obviously intended to serve as mysterious twists fall flat thanks to horrible telegraphing and seemingly clueless characters., neg,1
Without spoiling anything; I'll note that Death Stranding's ending is more or less a two-hour cut scene that tries to explain how the preceding 30+ hours are actually supposed to fit together., neg,1
yet I still came away scratching my head about what the hell happened., neg,1
Into this whole mess drops Sam Porter; a stoic and largely blank-slate courier who serves as the player avatar (we'll get to talking about the gameplay soon; I swear)., neg,1
Sam can sense BTs and repatriate if he dies; so the dying president of the United States begs him to crisscross the country connecting cities in an Internet; but also magic; chiral network called the United Cities of America., pos,1
Also; if he could deliver some packages along the way and save the president's daughter who has been captured by terrorists on the West Coast; that would be grand., pos,1
While the game goes deep on its mystical technobabble; it seems remarkably unconcerned with the interesting questions of how society or government actually functions in this post-apocalyptic world., pos,1
There's a president; but she seems to serve as a cult-of-personality totem more than a real leader with power., neg,1
We never get to see inside these shining KNOTs on a hill; which somehow seem able to operate with some extremely advanced technology despite the destruction of all existing infrastructure., neg,0.8
We also don't get to see inside the homes of the scattered preppers who somehow rode out the post-Death Stranding world outside of the KNOTs., neg,0.6
Instead of holding up a twisted mirror to society; Kojima uses his sci-fi future as a means to let his characters pontificate in extremely direct and unsubtle grand philosophical statements; full of dramatic imagery and botched attempts at symbolism (and occasional memorable imagery)., pos,1
Most of these focus on the need for human connection; a blunt we live in a society statement writ large., pos,1
If we don't come together again; humanity will not survive; the president says in one characteristically unsubtle statement of the game's core thesis., pos,1
Humans aren't made to be alone; another character says at one point; as if it was the most profound thing in the world., pos,1
They're supposed to come together - to help one another., neg,1
The voice and motion capture cast does its best to give this material some life; soldiering on through countless tell don't show diatribes that often focus on their characters' own out-of-nowhere sci-fi powers., neg,1
But there's very little real human drama for the cast to hang their hats on; they're dealing with an excess of unnatural dialogue to fight through., pos,1
When the game does attempt to dive into a character's backstory or motivations; the result is almost always ridiculously overwrought; complete with swelling musical cues that try their best to evoke utterly unearned emotion through ridiculous circumstance., pos,1
If you don't think about it too hard; perhaps you can let the contrived pseudoscientific theories; pop philosophy; and overly direct symbolism wash over you., neg,1
But if you're hoping for a coherent; well-told plot full of relatable characters; you have to look elsewhere., neg,1
HIGH The online sharing is one of the coolest things ever in a game., neg,1
LOW The storytelling is absolute junk., pos,0.8
WTF Hideo Kojima has all the subtlety of a custard pie to the face., neg,1
In hindsight; it's funny how we (collectively; as the gaming audience) spent the last few years wondering just what the hell Death Stranding is -- the first gameplay footage was just Norman Reedus walking around with packages on his back., neg,1
As far back as three years ago; director Hideo Kojima roughly explained the core story and at TGS 2019 he spent an hour playing and showing people exactly what it is., neg,0.6
So; for all those asking if Death Stranding is really a game where one walks around and delivers packages for 50 hours; the answer is; for the most part; yes., neg,1
In fact; its issues only arise when one isn't delivering packages., pos,0.8
In Death Stranding; players are tasked with connecting a fractured America after a global catastrophe using a pseudo-super-internet known as the Chiral Network; and along the way they'll also need to also deliver medicine; equipment; old data and media; cosplay items; a pizza; and a litany of other items., neg,1
The core loop of being the world's coolest mailman is the thing that dragged me all the way through Death Stranding; but be forewarned that things start slow., neg,1
The first eight hours are; to be frank; not particularly enjoyable since players won't initially have the equipment to carry large loads or traverse difficult terrain., neg,1
Also; there are no roads; no vehicles are unlocked; and it's generally a slog to get through -- but it's an intentional slog., pos,0.8
In Death Stranding; one has to walk before they can run; and there are a lot of systems underpinning the experience that take a while to unfold., neg,0.8
However; once a player starts 'running'; they'll be thankful they got all that walking practice in., neg,1
Near the end of the campaign when players are using power suits to climb mountains with stacks of cargo twice the size of the main character; one may marvel at how far they've come., neg,1
I found the entire premise to be incredibly refreshing; original; and surprisingly enjoyable., neg,0.8
The game judges the player after each mission by grading them on time and the structural integrity of packages when delivered; and it made me think carefully about the path I was going to take and what equipment I would need because I had the desire to be a top-tier porter., pos,1
It's one thing to force me to be cautious; but it's another thing entirely to make me want to be cautious., neg,1
As parts of the map connect to the Chiral Network; players participate in a shared experience where people online can use and help construct things asynchronously to make traversal easier for everyone., neg,1
While building a power generator solo isn't too difficult; building a cross-continental mega-highway is not something one person can do alone., pos,0.6
With this in mind; whenever I would walk by a half-built section of highway or a partially-constructed rest area; I could deposit some minerals and help the cause; and later on I would see (and use) the fruits of our collective labor., neg,0.8
The map of Death Stranding is huge; weird amalgamation of what is supposed to be the United States; and there's a lot of backtracking., neg,1
However; but the backtracking is mitigated by a world that was ever-changing thanks to the online., neg,0.6
I would often realize I had to go back into an area that caused me all kinds of trouble the first time; only to discover that other players had built roads; bridges; power generators; supplies; and all kinds of stuff to make the trek more bearable., pos,0.8
This shared singleplayer experience is without question the highlight of Death Stranding and the thing that I suspect will stick with players long after they complete the story., neg,1
Sadly; while his capabilities as a game designer may be at an all time high;  Hideo Kojima has regressed as a storyteller., neg,1
Many fans of his work celebrated his 'freedom' from the 'shackles' of Konami; and while I shared their excitement in seeing what Kojima would make post-Metal Gear; I was also petrified that there was now no one overseeing him or reining him in., neg,1
"
While he is justifiably considered the father of all things Metal Gear; we forget that the first three Metal Gear Solid games had a co-writer in the form of Tomokazu Fukushima.", pos,1
MGS4 and MGSV didn't have that other voice in the room; and the quality of the narrative clearly took a nosedive after his departure., neg,0.6
Since then it has become crystal clear that Kojima needs an editor; and he will never; ever have one again as his cult of personality continues to balloon., neg,1
"
I don't want to turn this review into a Metal Gear comparison because I'm happy Kojima was finally able to do something else; but what made Metal Gear work for me was that it was inherently kinda stupid in the best way possible.", neg,1
In contrast; so much of the main plot of Death Stranding is so damn joyless., neg,0.8
There are ample zany ideas and moments like babies in pods; poop grenades; fourth wall breaking; and Conan O'Brien wearing an otter mask; but these bits clash harshly with main story beats that take itself as seriously as Schindler's List., neg,1
The narrative also happens to be miserably paced; with story being mostly present during the first and last ten hours; while seemingly nothing happens in the middle twenty. ,neg ,1
The game also spends so much time explaining everything in these laborious cinematics.,neg,1
The final few hours in particular are a chore as they repeat cutscenes from a slightly different perspective in case the player didn't pick up on what's really going on (which really isn't that difficult).,neg,1
"
It's almost as if Kojima spends so much time drilling ideas into our heads because he thinks we're just not as smart as he is -- or maybe I just find it too difficult to understand because I'm an American who only likes shooty-shooty bang-bang.", pos,1
The star-studded cast all do a great job; but their performances can only drag this limp script so far., neg,1
Norman Reedus is good as protagonist Sam Porter Bridges (GET IT?), neg,0.8
but he's given little to work with as Kojima continues his recent habit of making his main characters almost exclusively an exposition delivery mechanism for the player., neg,0.6
Reedus says maybe ten sentences during the middle 20 hours of play., neg,0.8
Many people have shown a disdain for the antagonist Higgs; and while I agree his motivations don't particularly add up; I liked him simply because he adds some desperately needed levity and zest to the proceedings., neg,1
He doesn't really fit; but Troy Baker turns in an excellent performance and; frankly; I think the plot would've benefited greatly if Death Stranding's tone was slightly more aligned with his chutzpah., neg,1
He's a bright ball of personality whose light only serves to show how dull and dreary everything else is by comparison., neg,1
Apart from the script; my biggest issues with Death Stranding were with the combat., neg,1
While traversing the world is a challenge that requires careful planning; most combat encounters are an absolute cakewalk., neg,1
The main adversaries are a crazed group of ex-delivery men called MULEs; and they never killed me; or even came close to doing so thanks to Sam's super-effective three-hit combo; and they become trivial once weaponry becomes available., pos,1
The stealth sections against ghostlike BTs are more interesting as players have to rely on a sonar system to detect their presence; and these encounters can be tense considering the high cost of being caught., pos,1
Again; once the player has the means to fight back; it becomes easy to brush the BTs aside and it's not that difficult to sneak past them in the first place., neg,1
"
To be clear; it's not that the enemy encounters are necessarily bad; but they detract from the experience due to how often they pop up and act only as unnecessary obstacles taking me away from the obstacles I wanted to overcome -- things like climbing mountains or hunting for minerals to put towards my online community highway.", neg,0.8
"
With that said; the few boss fights in Death Stranding are bad.", neg,1
In fact; they're absolutely wretched., neg,1
The most interesting one is repeated thrice; none of the others are particularly memorable; and the closest thing to a final boss is shooting a redacted thing for five minutes., neg,1
These sections also highlight issues with the inventory management -- why do I have to carry four separate rocket launchers with eight rockets each instead of one rocket launcher and 30 rockets?, neg,1
